OID,SUMACCIDEN,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,AreaSQKM,YEARMONTH,Shape_Length,Shape_Area
-1,0,אשבל,1276,מועצה אזורית,צפון,משגב,5556,,,,,,,,,,,,,,,0,0.589995262,202405,3200.911406658855412,589995.261849734815769
-1,10,אשחר,1188,מועצה אזורית,צפון,משגב,5556,0,0,27,1,4,22,0,27,11,0,0,0,7,7,7.044425398610558,1.419562197645304,202405,6123.727433034634487,1419562.197645303793252
-1,22,גילון,1204,מועצה אזורית,צפון,משגב,5556,0,0,52,0,11,40,1,52,37,0,2,0,21,29,18.190967960424658,1.209391388510060,202405,5011.005601260508229,1209391.388510060496628
-1,26,דמיידה,1317,מועצה אזורית,צפון,משגב,5556,0,0,62,0,18,43,1,62,42,0,2,0,24,32,12.617041480503273,2.060704963217962,202405,7334.238916630815766,2060704.963217962067574
-1,15,הררית,1203,מועצה אזורית,צפון,משגב,5556,0,0,35,1,10,24,0,35,18,0,0,0,14,17,19.399858129649338,0.773201531,202405,4653.436144932342359,773201.530637746560387
-1,55,חוסניה,1332,מועצה אזורית,צפון,משגב,5556,0,1,120,3,27,89,5,121,80,0,1,2,51,66,112.849647233274510,0.487374142,202405,5140.829887197790413,487374.142041472543497
-1,0,חלוץ,1272,מועצה אזורית,צפון,משגב,5556,,,,,,,,,,,,,,,0,0.796193734,202405,4342.973202334264897,796193.734196388628334
-1,1,חרשים,1209,מועצה אזורית,צפון,משגב,5556,0,0,1,0,0,1,0,1,1,0,0,0,1,1,3.637340003177568,0.274926182,202405,3253.455754504063407,274926.182079872465692
-1,10,טל אל,1181,מועצה אזורית,צפון,משגב,5556,0,0,17,1,7,8,1,17,13,1,0,0,6,8,2.896668445882559,3.452241838106947,202405,9596.777779027515862,3452241.838106947485358
-1,54,יובלים,1226,מועצה אזורית,צפון,משגב,5556,0,0,114,1,23,85,4,114,83,0,1,0,57,68,31.604712254143820,1.708605968811497,202405,5568.928117019398996,1708605.968811497092247
-1,81,יודפת,1112,מועצה אזורית,צפון,משגב,5556,0,1,169,0,22,142,6,170,102,0,4,0,68,86,7.478769848826682,10.830658201456460,202405,16879.662323965589167,10830658.201456459239125
-1,32,יעד,1138,מועצה אזורית,צפון,משגב,5556,0,0,69,0,11,58,0,69,38,1,0,0,24,31,17.688993590534597,1.809034518341577,202405,6286.795935855067910,1809034.518341577146202
-1,5,כישור,1153,מועצה אזורית,צפון,משגב,5556,0,0,9,0,0,9,0,9,8,0,0,0,5,7,3.745887633256203,1.334797113402366,202405,5588.942672413663786,1334797.113402365939692
-1,18,כמאנה,1331,מועצה אזורית,צפון,משגב,5556,0,2,28,2,8,22,0,30,23,0,0,0,20,20,17.309366707031881,1.039899396936778,202405,9116.101724845348144,1039899.396936778211966
-1,3,כמון,1201,מועצה אזורית,צפון,משגב,5556,0,0,7,0,1,6,0,7,3,0,0,0,2,2,2.909918050213910,1.030956868280008,202405,7076.682552835070055,1030956.868280008086003
-1,12,לבון,1207,מועצה אזורית,צפון,משגב,5556,0,0,22,0,3,19,0,22,19,1,1,0,17,19,10.766004033172052,1.114619682755624,202405,6770.978693897169251,1114619.682755623944104
-1,19,לוטם,1171,מועצה אזורית,צפון,משגב,5556,0,0,39,0,10,29,0,39,25,0,0,0,20,24,9.560096463808213,1.987427644891300,202405,7390.040780270080177,1987427.644891299773008
-1,10,מורן,1163,מועצה אזורית,צפון,משגב,5556,0,0,20,0,6,14,0,20,22,0,1,0,8,12,6.144249822627916,1.627537988962006,202405,5735.176756753172413,1627537.988962005823851
-1,42,מורשת,1178,מועצה אזורית,צפון,משגב,5556,0,0,77,0,10,67,0,77,70,1,2,0,43,57,28.540969027624239,1.471568816018441,202405,6299.057470058694889,1471568.816018440993503
-1,2,מכמנים,1202,מועצה אזורית,צפון,משגב,5556,0,0,2,1,0,1,1,2,2,0,0,0,1,1,1.706561756703166,1.171947040383534,202405,6374.431389365279756,1171947.040383534040302
-1,1,מנוף,1174,מועצה אזורית,צפון,משגב,5556,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1.258714568087997,0.79446129,202405,4554.283300239294476,794461.290393272065558
-1,16,מצפה אביב,1222,מועצה אזורית,צפון,משגב,5556,1,1,32,0,4,28,1,34,26,0,1,1,21,25,11.174985184003640,1.431769236070496,202405,7017.380636149890051,1431769.236070495564491
-1,156,סלמה,1245,מועצה אזורית,צפון,משגב,5556,1,2,305,8,67,227,13,308,221,0,2,1,128,162,62.781113950288471,2.484823702292450,202405,10506.911801438473049,2484823.702292450238019
-1,3,ערב אל נעים,1335,מועצה אזורית,צפון,משגב,5556,0,0,4,0,0,4,0,4,5,1,0,0,1,2,6.099335060192589,0.491856894,202405,3484.516694223566446,491856.894299765524920
-1,0,פלך,1185,מועצה אזורית,צפון,משגב,5556,,,,,,,,,,,,,,,0,1.189129576339343,202405,6950.965260276890149,1189129.576339343562722
-1,7,צביה,1180,מועצה אזורית,צפון,משגב,5556,0,0,15,0,6,9,0,15,9,0,0,0,6,8,6.452060806998213,1.084924679012242,202405,6070.906927154511322,1084924.679012241540477
-1,4,צורית,1221,מועצה אזורית,צפון,משגב,5556,0,0,5,0,0,5,0,5,7,0,0,0,5,5,3.312962864905401,1.207378459436555,202405,7307.551829855890901,1207378.459436555393040
-1,2,קורנית,1179,מועצה אזורית,צפון,משגב,5556,0,0,5,0,3,2,0,5,4,0,0,0,2,2,3.552857540852204,0.562927158,202405,3235.736222703275416,562927.158492336049676
-1,10,ראס אל עין,1334,מועצה אזורית,צפון,משגב,5556,0,0,17,0,2,15,0,17,15,0,0,0,5,6,44.855704925007359,0.222937083,202405,3079.317314003522370,222937.082734930620063
-1,40,רקפת,1228,מועצה אזורית,צפון,משגב,5556,0,0,88,0,15,66,7,88,78,0,1,0,58,70,70.925749696760818,0.56397007,202405,2887.587816792171907,563970.069699901971035
-1,15,שגב,917,מועצה אזורית,צפון,משגב,5556,0,0,33,0,7,24,2,33,23,0,0,0,16,22,15.985862106113879,0.938329125,202405,4236.107926578983097,938329.124849836458452
-1,34,שורשים,1235,מועצה אזורית,צפון,משגב,5556,0,0,72,0,9,62,1,72,47,0,0,0,29,32,30.809061059066337,1.103571443959817,202405,5122.470137511892972,1103571.443959816824645
-1,1151,שטח כללי,5556,מועצה אזורית,צפון,משגב,5556,15,59,2436,15,483,1888,134,2510,2195,31,61,0,1452,1774,10.278972748905071,111.976170004206494,202405,314659.367442111135460,111976170.004206493496895
-1,2,שכניה,1160,מועצה אזורית,צפון,משגב,5556,0,0,6,0,3,3,0,6,3,0,0,0,3,3,3.002960772793811,0.666009366,202405,3816.904588305130801,666009.365863042999990
-1,5,תובל,1172,מועצה אזורית,צפון,משגב,5556,2,0,8,0,4,6,0,10,8,0,0,1,2,3,7.243222794347074,0.690300456,202405,4474.630319283778590,690300.456297191092744
-1,145,משהד,520,מועצה מקומית,צפון,משהד,0520,0,2,269,11,68,190,6,271,277,2,7,2,147,195,20.125387963049750,7.204830051784357,202405,29178.890086742980202,7204830.051784357056022
-1,20,נאות חובב,1770,מועצה מקומית תעשייתית,דרום,נאות חובב,1770,1,1,23,0,4,20,1,25,34,1,1,0,11,20,0.291285076,68.661258815269051,202405,56310.786998777024564,68661258.815269052982330
-1,1506,נהריה,9100,עירייה,צפון,נהריה,9100,4,42,2012,198,346,1457,219,2058,2810,144,47,116,1527,2170,109.306843029202383,13.777728441005817,202405,27245.827012338377244,13777728.441005816683173
-1,13,אבו קורינאת,1342,מועצה אזורית,דרום,נווה מדבר,5568,0,2,18,4,8,12,0,20,20,1,0,0,6,15,1.545826623123980,8.409740009347324,202405,13437.977317060040150,8409740.009347323328257
-1,20,אבו תלול,1375,מועצה אזורית,דרום,נווה מדבר,5568,3,9,16,11,17,9,2,28,30,0,1,1,13,26,1.738930371157857,11.501323072920464,202405,23683.865917422121129,11501323.072920463979244
-1,2,ביר הדאג',1348,מועצה אזורית,דרום,נווה מדבר,5568,2,0,0,0,0,2,0,2,2,1,0,0,1,2,0.306862692,6.517573019641555,202405,21630.906532951063127,6517573.019641554914415
-1,9,קצר א-סר,1347,מועצה אזורית,דרום,נווה מדבר,5568,0,5,14,3,6,11,1,19,18,0,1,0,8,11,1.865978364435680,4.823207048663629,202405,11029.409110810485799,4823207.048663628287613
-1,0,שטח כללי,5568,מועצה אזורית,דרום,נווה מדבר,5568,,,,,,,,,,,,,,,0,1.469165386456330,202405,7158.718977664867452,1469165.386456329841167
-1,1918,נוף הגליל,1061,עירייה,צפון,נוף הגליל,1061,10,44,2672,215,465,1889,283,2726,3491,62,57,10,2087,2722,58.347346482519569,32.872103285358804,202405,71700.778168041506433,32872103.285358801484108
-1,12,בית חלקיה,2033,מועצה אזורית,מרכז,נחל שורק,5531,0,1,21,0,4,16,2,22,23,1,2,0,13,19,5.233400121261516,2.292964367705825,202405,9659.829649920518932,2292964.367705824784935
-1,34,בני ראם,588,מועצה אזורית,מרכז,נחל שורק,5531,0,3,56,1,10,44,3,59,69,2,3,0,51,59,9.810212841407495,3.465775977508959,202405,7949.012101973326025,3465775.977508958894759
-1,5,גני טל,1371,מועצה אזורית,מרכז,נחל שורק,5531,0,0,5,2,1,3,1,5,7,0,0,0,2,3,17.131049323362284,0.291867702,202405,3769.684548398139214,291867.702066638972610
-1,13,חפץ חיים,363,מועצה אזורית,מרכז,נחל שורק,5531,0,0,14,1,1,8,3,14,20,0,3,1,8,16,7.144010697432165,1.819706121754928,202405,10231.374756024171802,1819706.121754927560687
-1,25,יד בנימין,577,מועצה אזורית,מרכז,נחל שורק,5531,0,1,32,5,4,24,3,33,46,0,5,1,30,41,36.526774610842324,0.684429443,202405,4403.478817982195324,684429.442959335166961
-1,6,יסודות,440,מועצה אזורית,מרכז,נחל שורק,5531,0,0,6,2,1,5,0,6,9,0,0,0,3,6,1.894403457772642,3.167223948722381,202405,15766.199560086377460,3167223.948722381144762
-1,0,נצר חזני,1372,מועצה אזורית,מרכז,נחל שורק,5531,,,,,,,,,,,,,,,0,0.295456023,202405,2495.546647609901811,295456.023034796467982
-1,212,שטח כללי,5531,מועצה אזורית,מרכז,נחל שורק,5531,5,28,308,8,51,268,11,341,406,7,36,1,212,320,13.001346863583969,16.306002926035294,202405,55997.508911735720176,16306002.926035294309258
-1,477,נחף,522,מועצה מקומית,צפון,נחף,0522,2,23,930,30,171,737,40,955,899,10,26,0,563,696,78.620510115878758,6.067119118114977,202405,12934.111768151835349,6067119.118114977143705
-1,1041,נס ציונה,7200,עירייה,מרכז,נס ציונה,7200,4,40,1283,110,159,957,154,1327,1938,135,46,44,1167,1541,66.410512407639928,15.675229150622281,202405,23805.091144554255152,15675229.150622280314565
-1,2664,נצרת,7300,עירייה,צפון,נצרת,7300,9,60,3925,238,792,2887,204,3994,4910,142,99,18,2912,3800,187.975209927547496,14.172081526211903,202405,25713.390471963604796,14172081.526211902499199
-1,742,נשר,2500,עירייה,חיפה,נשר,2500,1,20,1050,58,136,808,114,1071,1321,52,30,3,800,1056,57.321454108755233,12.944542519668348,202405,23374.117337442097778,12944542.519668348133564
-1,812,נתיבות,246,עירייה,דרום,נתיבות,0246,5,25,1015,149,217,717,81,1045,1419,29,40,49,791,1133,53.165678200286564,15.273011226171537,202405,26181.965003376553796,15273011.226171536371112
-1,5538,נתניה,7400,עירייה,מרכז,נתניה,7400,28,214,6762,957,1018,4869,937,7004,9996,630,199,363,5325,7955,159.373095997381370,34.748650425232334,202405,34477.344964759649883,34748650.425232335925102
-1,43,סאג'ור,525,מועצה מקומית,צפון,סאג'ור,0525,1,1,73,3,23,49,3,75,63,1,2,0,47,56,12.050221385726259,3.568399170735104,202405,7805.790313618418622,3568399.170735104009509
-1,133,סביון,587,מועצה מקומית,מרכז,סביון,0587,3,4,145,15,21,105,13,152,230,32,11,8,109,179,35.753523111111662,3.719913128188075,202405,9596.084178895922378,3719913.128188075032085
-1,2364,סח'נין,7500,עירייה,צפון,סח'נין,7500,4,26,4834,163,1196,3574,77,4864,4286,32,59,18,2633,3287,205.050439246617771,11.528870694867303,202405,23255.921343317684659,11528870.694867303594947
-1,287,עומר,666,מועצה מקומית,דרום,עומר,0666,4,12,446,9,82,341,28,462,582,6,27,3,359,460,15.751563844639847,18.220413086010137,202405,21122.274829774796672,18220413.086010135710239
-1,329,עוספייא,534,מועצה מקומית,חיפה,עוספייא,0534,4,33,486,35,99,382,35,523,593,20,10,3,393,475,45.817830401878226,7.180610629404949,202405,22039.307670038175274,7180610.629404949024320
-1,234,עילבון,530,מועצה מקומית,צפון,עילבון,0530,0,7,446,11,69,362,19,453,393,2,9,1,255,314,47.737991893118512,4.901756247391114,202405,17705.585447416433453,4901756.247391114011407
-1,132,עילוט,511,מועצה מקומית,צפון,עילוט,0511,1,7,193,10,44,145,11,201,220,2,7,2,144,186,42.384631262977472,3.114336401347924,202405,8677.295713373849139,3114336.401347924489528
-1,86,עין מאהל,532,מועצה מקומית,צפון,עין מאהל,0532,0,4,109,28,37,71,3,113,136,0,2,1,76,93,16.502248938451608,5.211410900462958,202405,13517.725847995678123,5211410.900462958030403
-1,24,עין קיניה,4502,מועצה מקומית,צפון,עין קיניה,4502,0,1,40,3,4,32,3,41,32,1,1,0,13,20,4.433754268947507,5.413019879808802,202405,9434.013207460380727,5413019.879808802157640
-1,2315,עכו,7600,עירייה,צפון,עכו,7600,10,49,3439,257,601,2591,267,3498,4385,152,105,159,2565,3476,132.325207604181315,17.494777011230994,202405,23027.083207307437988,17494777.011230994015932
-1,2,אלומות,330,מועצה אזורית,צפון,עמק הירדן,5506,0,0,3,0,0,1,2,3,3,0,0,0,3,3,0.744001098,2.688168076210984,202405,9141.885565862396106,2688168.076210984028876
-1,0,אלמגור,1125,מועצה אזורית,צפון,עמק הירדן,5506,,,,,,,,,,,,,,,0,2.885210564930509,202405,7450.914856639572463,2885210.564930508844554
-1,20,אפיקים,176,מועצה אזורית,צפון,עמק הירדן,5506,0,3,23,0,6,15,5,26,42,2,1,2,19,28,15.148626014698134,1.320251749603876,202405,4977.474871717790847,1320251.749603875679895
-1,8,אשדות יעקב (מאוחד),188,מועצה אזורית,צפון,עמק הירדן,5506,1,0,14,0,3,10,2,15,14,0,0,0,9,13,1.628665084704355,4.911998221815020,202405,13958.608776328392196,4911998.221815019845963
-1,18,אשדות יעקב(איחוד),199,מועצה אזורית,צפון,עמק הירדן,5506,0,3,38,2,13,27,1,41,34,3,4,0,14,28,4.160728268667447,4.326165718523321,202405,10156.570491255688466,4326165.718523321673274
-1,2,בית זרע,143,מועצה אזורית,צפון,עמק הירדן,5506,0,0,4,0,0,3,1,4,4,0,0,0,3,4,0.856567288,2.334901213717094,202405,9144.513479259459928,2334901.213717094156891
-1,15,גינוסר,262,מועצה אזורית,צפון,עמק הירדן,5506,0,4,43,1,14,32,0,47,28,1,2,0,13,21,1.358934014862914,11.038063537995377,202405,23677.481759716738452,11038063.537995377555490
-1,14,דגניה א',62,מועצה אזורית,צפון,עמק הירדן,5506,0,0,14,1,0,10,1,14,28,1,5,0,13,20,11.254271967453628,1.243972070382409,202405,6285.512394136956573,1243972.070382409263402
-1,56,דגניה ב',79,מועצה אזורית,צפון,עמק הירדן,5506,0,1,97,6,24,66,7,98,113,5,3,2,63,91,21.970187753415917,2.548908576864262,202405,9339.297775570918020,2548908.576864261645824
-1,17,האון,702,מועצה אזורית,צפון,עמק הירדן,5506,0,2,33,0,9,20,6,35,35,2,1,0,18,24,1.941334639702839,8.756862239166660,202405,17562.561496197358792,8756862.239166660234332
-1,7,חוקוק,374,מועצה אזורית,צפון,עמק הירדן,5506,0,0,9,0,0,9,0,9,9,0,0,0,5,9,0.979246712,7.148351803572676,202405,17725.413452166350908,7148351.803572676144540
-1,41,כנרת מושבה,63,מועצה אזורית,צפון,עמק הירדן,5506,1,4,74,3,13,54,9,79,78,6,2,1,57,70,5.852940404435540,7.005026049629503,202405,18262.030108228453173,7005026.049629502929747
-1,18,כפר עבודה,1104,מועצה אזורית,צפון,עמק הירדן,5506,0,2,26,0,5,21,2,28,35,2,2,0,20,28,45.332052660764504,0.397070041,202405,3904.068545205735518,397070.040809761092532
-1,4,מסדה,263,מועצה אזורית,צפון,עמק הירדן,5506,0,0,5,0,0,3,1,5,7,0,0,0,6,6,1.127139969496752,3.548805035976082,202405,7645.993426262270987,3548805.035976082086563
-1,48,מעגן,678,מועצה אזורית,צפון,עמק הירדן,5506,1,7,108,1,29,74,13,116,97,6,3,1,60,78,12.601395386374211,3.809101970715245,202405,8565.185970890130193,3809101.970715244766325
-1,11,נווה עובד,1105,מועצה אזורית,צפון,עמק הירדן,5506,0,0,17,1,2,14,1,17,19,1,0,0,14,16,12.165511381584180,0.904195447,202405,5793.748688905346171,904195.446863951859996
-1,63,עין גב,273,מועצה אזורית,צפון,עמק הירדן,5506,2,12,86,2,18,69,10,100,106,10,1,0,57,81,4.729068637919664,13.321862045908887,202405,41007.839293477525644,13321862.045908886939287
-1,37,פוריה עילית,1313,מועצה אזורית,צפון,עמק הירדן,5506,0,1,59,2,9,46,2,60,74,2,1,0,38,49,48.535534035567402,0.76232807,202405,5082.528994081155361,762328.070252322242595
-1,13,קבוצת כנרת,57,מועצה אזורית,צפון,עמק הירדן,5506,0,0,22,1,3,18,1,22,24,0,1,1,16,22,3.717433386623539,3.497036435616566,202405,13252.885681722609661,3497036.435616565868258
-1,12,רביד,1225,מועצה אזורית,צפון,עמק הירדן,5506,0,1,16,0,2,13,2,17,22,0,2,0,13,17,2.615078590247925,4.588772224571014,202405,10615.382254788248247,4588772.224571013823152
-1,135,שטח כללי,5506,מועצה אזורית,צפון,עמק הירדן,5506,0,12,236,2,39,184,18,248,241,7,8,2,135,176,1.619893313058495,83.338821706170648,202405,192047.576625280780718,83338821.706170648336411
-1,21,שער הגולן,264,מועצה אזורית,צפון,עמק הירדן,5506,0,4,35,1,12,21,5,39,32,1,1,2,14,23,2.778025617806535,7.559325538754791,202405,20947.988094495689438,7559325.538754791021347
-1,6,תל קציר,719,מועצה אזורית,צפון,עמק הירדן,5506,0,0,10,1,3,6,0,10,10,0,0,0,5,7,0.772699863,7.764981316651216,202405,16639.398115330426663,7764981.316651215776801
-1,7,בית יוסף,265,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,10,0,0,9,0,10,12,1,1,0,7,10,2.308363434388244,3.032451431052546,202405,7428.729262896788896,3032451.431052546016872
-1,3,גשר,305,מועצה אזורית,צפון,עמק המעיינות,5507,0,1,2,1,0,2,1,3,3,0,0,0,1,2,3.313117112031104,0.905491686,202405,6546.087591615009842,905491.686094021541066
-1,6,חמדיה,343,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,6,0,0,5,1,6,10,0,2,0,6,10,8.191334142314682,0.732481412,202405,4470.567236812685223,732481.412155473255552
-1,2,טירת צבי,268,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,2,0,0,1,1,2,3,0,0,1,2,3,1.984557869088728,1.007781144179163,202405,4938.847349833193221,1007781.144179163035005
-1,0,ירדנה,2026,מועצה אזורית,צפון,עמק המעיינות,5507,,,,,,,,,,,,,,,0,1.246434846947473,202405,4978.462250748995757,1246434.846947473241016
-1,2,כפר רופין,295,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,2,0,0,2,0,2,4,0,0,0,4,4,1.732737297492274,1.154243059749753,202405,5629.589880347500184,1154243.059749752515927
-1,1,מירב,1282,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,3,0,0,2,1,3,2,0,1,0,1,2,1.024535927683297,0.976051667,202405,3972.065496835579779,976051.666886121151038
-1,10,מנחמיה,48,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,15,0,7,8,0,15,17,0,0,0,5,9,5.163244761477279,1.936766599679628,202405,7188.031838431707911,1936766.599679627688602
-1,5,מסילות,298,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,10,0,5,4,1,10,8,0,0,0,3,3,4.939913513318105,1.012163469364373,202405,5642.196642497365247,1012163.469364372547716
-1,5,מעוז חיים,272,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,7,0,1,4,1,7,7,0,1,1,2,6,6.683813220921367,0.748075961,202405,3520.750431348670190,748075.961241590091959
-1,15,מעלה גלבוע,1127,מועצה אזורית,צפון,עמק המעיינות,5507,0,2,16,1,1,15,1,18,22,4,1,0,6,13,14.142697739734349,1.060618014755207,202405,7913.820015230930039,1060618.014755207113922
-1,2,נווה אור,590,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,4,0,0,4,0,4,3,0,0,0,2,3,2.888236076654045,0.692464171,202405,3499.428503225553413,692464.170836392906494
-1,3,נווה איתן,296,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,4,0,0,4,0,4,3,1,0,0,2,3,4.280858267206012,0.700794049,202405,3582.865148370626230,700794.049404025194235
-1,15,ניר דוד,256,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,23,3,4,19,0,23,22,1,1,0,11,17,15.808058563867956,0.948883124,202405,5291.204400837826142,948883.124350582016632
-1,5,עין הנציב,383,מועצה אזורית,צפון,עמק המעיינות,5507,0,1,5,1,0,6,0,6,6,0,0,0,2,6,5.316050975543726,0.940547791,202405,5407.439415955663208,940547.790644275955856
-1,6,רוויה,2016,מועצה אזורית,צפון,עמק המעיינות,5507,0,1,7,1,4,3,0,8,9,0,1,0,5,8,4.917893445887157,1.220034566836297,202405,4923.402618526291917,1220034.566836296580732
-1,10,רחוב,854,מועצה אזורית,צפון,עמק המעיינות,5507,0,1,18,1,2,14,2,19,18,0,1,0,15,17,8.285431590447162,1.206937730501532,202405,6002.936273705337044,1206937.730501532321796
-1,9,רשפים,437,מועצה אזורית,צפון,עמק המעיינות,5507,0,1,9,1,1,7,2,10,13,1,2,1,6,12,6.710454722754259,1.341190779438866,202405,4708.286412684420611,1341190.779438865603879
-1,8,שדה אליהו,304,מועצה אזורית,צפון,עמק המעיינות,5507,0,1,8,1,0,7,2,9,10,0,0,0,5,8,6.695447616413817,1.194841698169378,202405,6509.230228449217975,1194841.698169378098100
-1,6,שדה נחום,259,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,8,0,1,7,0,8,13,0,0,0,11,12,8.036929029343435,0.746553812,202405,4016.845098172416328,746553.811548359692097
-1,8,שדה תרומות,2057,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,20,1,7,12,1,20,13,0,0,0,9,11,5.763669758327248,1.388004576154236,202405,6314.710022625385136,1388004.576154235983267
-1,152,שטח כללי,5507,מועצה אזורית,צפון,עמק המעיינות,5507,6,12,271,0,65,198,23,289,277,14,15,6,169,234,0.680049237,223.513227751593149,202405,270147.547069943102542,223513227.751593142747879
-1,13,שלוחות,439,מועצה אזורית,צפון,עמק המעיינות,5507,0,2,17,1,3,14,2,19,20,1,2,1,12,19,14.660933846149243,0.886710228,202405,4065.896588830097699,886710.228449363377877
-1,1,תל תאומים,1283,מועצה אזורית,צפון,עמק המעיינות,5507,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1.520749720805999,0.657570399,202405,3079.684151454673156,657570.398546579293907
-1,18,אביחיל,175,מועצה אזורית,מרכז,עמק חפר,5516,0,0,30,2,9,17,3,30,35,0,2,0,20,25,5.333111868219368,3.375140151712190,202405,14994.387477763029892,3375140.151712190359831
-1,6,אומץ,680,מועצה אזורית,מרכז,עמק חפר,5516,0,1,9,0,0,9,1,10,9,1,1,0,5,7,1.826290692878584,3.285347739763625,202405,10190.194762208964676,3285347.739763624966145
-1,11,אחיטוב,850,מועצה אזורית,מרכז,עמק חפר,5516,0,1,11,1,3,9,0,12,14,2,1,0,6,10,3.406250591625712,3.229357237263625,202405,7966.947194516800664,3229357.237263625487685
-1,13,אלישיב,204,מועצה אזורית,מרכז,עמק חפר,5516,0,4,17,0,4,14,3,21,23,1,0,0,7,9,8.758725693391138,1.484234174591071,202405,11215.895643339828894,1484234.174591070739552
-1,13,בארותיים,697,מועצה אזורית,מרכז,עמק חפר,5516,0,0,20,3,4,14,1,20,24,1,0,0,14,16,3.670456535886213,3.541793744973802,202405,9300.765724949398646,3541793.744973802473396
-1,8,בורגתא,698,מועצה אזורית,מרכז,עמק חפר,5516,0,0,12,1,3,7,2,12,12,1,1,0,7,11,2.423871249840518,3.300505338526694,202405,7761.021792656266371,3300505.338526693638414
-1,40,בחן,2043,מועצה אזורית,מרכז,עמק חפר,5516,0,6,75,0,15,60,6,81,78,2,3,1,47,58,10.815712968210331,3.698322997066255,202405,11867.455979704600395,3698322.997066255658865
-1,5,בית הלוי,373,מועצה אזורית,מרכז,עמק חפר,5516,0,1,4,1,1,2,1,5,8,1,0,0,2,6,1.777073305061098,2.813614939665133,202405,8243.595072820116911,2813614.939665133133531
-1,6,בית חירות,877,מועצה אזורית,מרכז,עמק חפר,5516,0,2,9,0,4,7,0,11,11,0,0,0,8,10,2.628067505412954,2.283046378238753,202405,37069.670645830316062,2283046.378238753415644
-1,22,בית ינאי,200,מועצה אזורית,מרכז,עמק חפר,5516,0,0,24,2,1,20,3,24,39,2,3,1,13,20,14.008819897521196,1.570439206224131,202405,12069.440461668409625,1570439.206224130932242
-1,27,בית יצחק- שער חפר,326,מועצה אזורית,מרכז,עמק חפר,5516,0,2,33,4,4,27,2,35,46,5,0,1,24,36,5.175785801405545,5.216599186285459,202405,14687.858256339412037,5216599.186285459436476
-1,8,ביתן אהרון,252,מועצה אזורית,מרכז,עמק חפר,5516,1,3,8,2,3,5,4,12,12,1,0,0,9,10,9.650153870514309,0.829002325,202405,6148.797417102331565,829002.325490757939406
-1,2,בת חן,1361,מועצה אזורית,מרכז,עמק חפר,5516,0,0,2,0,0,2,0,2,4,1,0,0,2,4,9.599067174219838,0.208353579,202405,2383.563261297746976,208353.578915604302892
-1,29,בת חפר,1319,מועצה אזורית,מרכז,עמק חפר,5516,0,2,34,2,4,31,0,36,51,4,2,1,27,41,29.899471464416994,0.969916811,202405,4508.932280167700810,969916.810553409159184
-1,1,גאולי תימן,872,מועצה אזורית,מרכז,עמק חפר,5516,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1.332227028490989,0.750622813,202405,6398.707464708008047,750622.813239795854315
-1,4,גבעת חיים איחוד,2018,מועצה אזורית,מרכז,עמק חפר,5516,0,1,3,0,0,4,0,4,8,1,0,0,2,4,0.931781064,4.292853926367012,202405,23425.475883568251447,4292853.926367011852562
-1,3,גבעת חיים מאוחד,173,מועצה אזורית,מרכז,עמק חפר,5516,0,0,3,1,1,2,0,3,4,1,1,0,0,3,0.692845576,4.329969191846343,202405,20151.222213510136498,4329969.191846343688667
-1,1,גבעת שפירא,1077,מועצה אזורית,מרכז,עמק חפר,5516,0,0,1,0,0,1,0,1,3,0,0,0,3,3,1.027162569466063,0.973555725,202405,6239.829395665302400,973555.724990852409974
-1,3,גן יאשיה,734,מועצה אזורית,מרכז,עמק חפר,5516,0,0,3,0,1,1,1,3,5,1,0,0,4,5,0.929588436,3.227234639545755,202405,10658.316429177968530,3227234.639545754529536
-1,5,הדר עם,191,מועצה אזורית,מרכז,עמק חפר,5516,0,0,5,1,0,4,1,5,9,0,2,0,7,9,2.294985951297841,2.178662574022487,202405,13338.033469172223704,2178662.574022486805916
-1,2,המעפיל,377,מועצה אזורית,מרכז,עמק חפר,5516,0,0,3,0,0,3,0,3,2,0,0,0,2,2,0.546799024,3.657651006842218,202405,10417.049506389568705,3657651.006842217873782
